Variable 1,Label 1,Variable 2,Label 2,Correlation
SECNDLAEN,Second language used in everyday life-English,EEUNSUWO,What is the main reason you would not support Armenia's membership in the Eurasi,0.8660254037844385
SECNDLAEN,Second language used in everyday life-English,HHM6TRA,Has 6th HH member traveled for work abroad?,0.7115384615384615
SECNDLAMR,Second language used in everyday life-Mingrelian,PARTYSUPO,Which political party is closest to you? Other specified,-0.9070618468604281
SECNDLAMR,Second language used in everyday life-Mingrelian,USSRPOOTS,Dissolution of USSR a good thing: Other specified,0.8660254037844385
SECNDLAOT,Second language used in everyday life-Other,RELLVIE,Close relative in Ireland,0.7064007333008538
SECNDLAOT,Second language used in everyday life-Other,RELLVMD,Close relative in Moldova,0.7064007333008537
SECNDLARU,Second language used in everyday life-Russian,PARTYSUPO,Which political party is closest to you? Other specified,0.8075728530872482
SECNDLARU,Second language used in everyday life-Russian,EEUNSUWO,What is the main reason you would not support Armenia's membership in the Eurasi,-0.8660254037844385
SECNDLAOO,Second language used in everyday life-Other specified,BUSINOSS,Do you approve or disapprove doing business with an Ossetian?,-0.7559289460184544
SECNDLAOO,Second language used in everyday life-Other specified,BUSINARG,Do you approve or disapprove doing business with an Armenian living in Georgia?,-0.9449111825230679
SECNDLAOO,Second language used in everyday life-Other specified,BUSINJW,Whether you approve or disapprove people doing business with a Jehovah's Witness,0.7869470848066686
SECNDLAOO,Second language used in everyday life-Other specified,MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,0.7869470848066686
SECNDLAOO,Second language used in everyday life-Other specified,MARWKUR,"Approve or disapprove of women of your ethnicity marrying a Kurd, Yezidi?",0.8468812149338254
SECNDLAOO,Second language used in everyday life-Other specified,MARWTUR,Approve or disapprove of women of your ethnicity marrying a Turk?,0.7319250547113999
SECNDLAOO,Second language used in everyday life-Other specified,MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,0.7869470848066686
SECNDLAOO,Second language used in everyday life-Other specified,MARWABK,Approve or disapprove of women of your ethnicity marrying an Abkhaz?,0.9449111825230679
SECNDLAOO,Second language used in everyday life-Other specified,MARWOSS,Approve or disapprove of women of your ethnicity marrying an Ossetian?,0.9449111825230679
SECNDLAOO,Second language used in everyday life-Other specified,MARWARG,Approve or disapprove of women of your ethnicity marrying Armenian living in Geo,0.7559289460184544
SECNDLAOO,Second language used in everyday life-Other specified,MARWAZG,Approve or disapprove of women of your ethnicity marrying Azerbaijani living in,0.7559289460184544
SECNDLAOO,Second language used in everyday life-Other specified,MARWJW,Approve or disapprove of people like you marrying a Jehovah's Witness?,0.8468812149338254
SECNDLAOO,Second language used in everyday life-Other specified,RELLVIE,Close relative in Ireland,-1.0
SECNDLAOO,Second language used in everyday life-Other specified,FRNDLVTR,Close friend in Turkey,0.7371541402007414
SECNDLAOO,Second language used in everyday life-Other specified,VOTLEL1,"Did you vote in the first round of Presidential elections on October 28, 2018?",-0.9449111825230679
SECNDLAOO,Second language used in everyday life-Other specified,VOTLEL2,"Did you vote in the second round of Presidential elections in November 28,2018?",-0.9449111825230679
SECNDLAOO,Second language used in everyday life-Other specified,EUSUPWHY,What is the main reason you would support COUNTRY's membership in the EU?,-0.8660254037844385
SECNDLAOO,Second language used in everyday life-Other specified,COOPNATO,Assessment of the results of Armenia's cooperation with NATO,0.8293412289143032
SECNDLAOO,Second language used in everyday life-Other specified,RUBETEUN,COUNTRY benefits more if says no to EU-NATO at the expence relations with Russia,0.7559289460184546
SECNDLAOO,Second language used in everyday life-Other specified,USSRNETI,Dissolution of USSR a bad thing: Ties with friends and relatives were severed,0.9438798074485389
SECNDLAOO,Second language used in everyday life-Other specified,ENVPROBAP,Main environmental issue in Armenia: Air pollution,-0.7453559924999299
SECNDLAOO,Second language used in everyday life-Other specified,ENVPROBTR,Main environmental issue in Armenia: Heavy traffic,0.7453559924999299
SECNDLAOO,Second language used in everyday life-Other specified,SOGHIA,To what extent do you accept:South Ossetia - high autonomy degree within Georgia,-1.0
SECNDLAOO,Second language used in everyday life-Other specified,WORKTYP,Which of the following best describes your status and the type of workplace?,-0.8846517369293829
SECNDLAOO,Second language used in everyday life-Other specified,WORKSEC,Which of the following best describes the sector in which you work?,-0.8544419862017733
SECNDLAOO,Second language used in everyday life-Other specified,GAMIND,"Speaking about the past 12 months, have you gambled or placed a bet?",0.7453559924999299
SECNDLAOO,Second language used in everyday life-Other specified,LIVEREG,Are you registered in a place where you live now?,-0.9449111825230679
SECNDLAOO,Second language used in everyday life-Other specified,RESPMRAGE,Respondent's age when s/he got married,-0.7295398282188869
SECNDLAOO,Second language used in everyday life-Other specified,HHM3TAP,3rd HH member's travel place for work (abroad),-1.0
SECNDLAOO,Second language used in everyday life-Other specified,HHM5RELR,5th HH member: relationship to the respondent,-0.8136815083288086
SECNDLAOO,Second language used in everyday life-Other specified,HHM6RELR,6th HH member: relationship to the respondent,-0.9622504486493763
SECNDLAOO,Second language used in everyday life-Other specified,HHM6DOB,6th HH member: year of birth,0.7452386043595833
SECNDLAOO,Second language used in everyday life-Other specified,OWNWASH,Does your household own a washing machine?,-0.7319250547114
SECNDLAOO,Second language used in everyday life-Other specified,NUMAIRC,How many air conditioners does your household own?,0.9999999999999999
SECNDLAOO,Second language used in everyday life-Other specified,OWNCELL,Does your household own a cell phone?,-0.7319250547114
SECNDLAOO,Second language used in everyday life-Other specified,FRQSHCD,How often did you feel the respondent was reluctant to use the show cards?,0.8363229580882996
FRQINTR,How often do you use the Internet?,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
FRQINTR,How often do you use the Internet?,HHM12RELR,12th HH member: relationship to the respondent,-0.8660254037844385
FRQINTR,How often do you use the Internet?,HHM12DOB,12th HH member: year of birth,0.9933992677987827
FRQINTR,How often do you use the Internet?,HHM12EDU,12th HH member: Level of education achieved to date,-0.9999999999999999
FRQINTR,How often do you use the Internet?,HHM13RELR,13th HH member: relationship to the respondent,0.9878291611472619
FRQINTR,How often do you use the Internet?,HHM13DOB,13th HH member: year of birth,0.9853292781642911
FRQINTR,How often do you use the Internet?,HHM13EDU,13th HH member: Level of education achieved to date,-0.9999999999999999
INTASKY,Most frequent Internet activity: Skype,HHM8MRAGE,8th HH member: Age when s/he got married,0.8660254037844385
INTACFB,Most frequent Internet activity: Facebook,FLMANDSO,Which foreign language should be mandatory in secondary schools? Other specified,0.7592566023652967
INTACFB,Most frequent Internet activity: Facebook,HHM5TAP,5th HH member's travel place for work (abroad),-0.917662935482247
INTACFB,Most frequent Internet activity: Facebook,HHM6TAP,6th HH member's travel place for work (abroad),-1.0
INTACFB,Most frequent Internet activity: Facebook,HHM9MAR,9th HH member: marital status,-1.0
INTACSN,Most frequent Internet activity: Other social networking,HHM5TAP,5th HH member's travel place for work (abroad),-0.8029550685469661
INTACSN,Most frequent Internet activity: Other social networking,HHM8MRAGE,8th HH member: Age when s/he got married,0.8660254037844385
INTACSN,Most frequent Internet activity: Other social networking,HHM9MAR,9th HH member: marital status,-1.0
INTACSN,Most frequent Internet activity: Other social networking,HHM11SEX,11th HH member: gender,0.7071067811865477
INTACSN,Most frequent Internet activity: Other social networking,HHM11DOB,11th HH member: year of birth,-0.7071067811865506
INTACSN,Most frequent Internet activity: Other social networking,HHM11EDU,11th HH member: Level of education achieved to date,0.7808688094430304
INTACIN,Most frequent Internet activity: Search for information,EUNSUPO,What is the main reason you would not support COUNTRY's membership in the EU? Ot,-0.7559289460184544
INTACIN,Most frequent Internet activity: Search for information,HHM11SEX,11th HH member: gender,-1.0
INTACNW,Most frequent Internet activity: News,HHM5TRP,5th HH member's travel place for work (inside country),-0.7370434740955019
INTACEN,"Most frequent Internet activity: Music, videos, movies",EUNSUPO,What is the main reason you would not support COUNTRY's membership in the EU? Ot,0.7559289460184544
INTACEN,"Most frequent Internet activity: Music, videos, movies",HHM7TRP,7th HH member's travel place for work (inside country),-1.0
INTACEN,"Most frequent Internet activity: Music, videos, movies",HHM8MAR,8th HH member: marital status,-0.9271726499455307
INTACEN,"Most frequent Internet activity: Music, videos, movies",HHM8MRAGE,8th HH member: Age when s/he got married,-0.8660254037844385
INTACOT,Most frequent Internet activity: Other,HHM8MAR,8th HH member: marital status,-0.9271726499455307
INTACOT,Most frequent Internet activity: Other,HHM8MRAGE,8th HH member: Age when s/he got married,-0.8660254037844385
INTACOO,Most frequent Internet activity: Other specified,NATNSUPW,What is the main reason you would not support COUNTRY's membership in NATO?,-0.7745966692414833
INTACOO,Most frequent Internet activity: Other specified,NATNSUPO,What is the main reason you would not support COUNTRY's membership in NATO? Othe,-0.944911182523068
INTACOO,Most frequent Internet activity: Other specified,EUNSUPW,What is the main reason you would not support COUNTRY's membership in the EU?,0.8386278693775348
INTACOO,Most frequent Internet activity: Other specified,EUSUPWHO,What is the main reason you would support COUNTRY's membership in the EU? Other,0.8542506285982787
INTACOO,Most frequent Internet activity: Other specified,UNEMYRS,From which year have you not had a job?,-0.7804251169059285
INTACOO,Most frequent Internet activity: Other specified,BENFDEBA,Did your acquaintances benefit from debt relief program?,-1.0
INTACOO,Most frequent Internet activity: Other specified,RELIMP,How important is religion in your daily life?,-0.7275476020141095
INTACOO,Most frequent Internet activity: Other specified,RESPTAP,Respondent's travel place for work (abroad),-1.0
INTACOO,Most frequent Internet activity: Other specified,HHM2TAP,2nd HH member's travel place for work (abroad),-0.7559289460184546
INTACOO,Most frequent Internet activity: Other specified,HHM3TRP,3rd HH member's travel place for work (inside country),0.8164965809277261
INTACOO,Most frequent Internet activity: Other specified,HHM5EMP,5th HH member: employed?,-0.7905694150420948
INTACOO,Most frequent Internet activity: Other specified,HHM7RELR,7th HH member: relationship to the respondent,-0.9999999999999994
INTACOO,Most frequent Internet activity: Other specified,HHM8EDU,8th HH member: Level of education achieved to date,-1.0
GAMSOC,Do you think gambling/betting has a negative impact on our society?,NEIGHOTH,Which of these people would you not wish to have your neighbors most? Other spec,-0.7905694150420948
GAMIND,"Speaking about the past 12 months, have you gambled or placed a bet?",SECNDLAOO,Second language used in everyday life-Other specified,0.7453559924999299
RELGION,"Which religion or denomination, if any, do you consider yourself belong to?",HHM4TAP,4th HH member's travel place for work (abroad),0.7825566778676339
RELGION,"Which religion or denomination, if any, do you consider yourself belong to?",HHM5TAP,5th HH member's travel place for work (abroad),0.9637544694713636
RELGION,"Which religion or denomination, if any, do you consider yourself belong to?",HHM12RELR,12th HH member: relationship to the respondent,-1.0
RELGION,"Which religion or denomination, if any, do you consider yourself belong to?",HHM12DOB,12th HH member: year of birth,0.8029550685469661
RELGION,"Which religion or denomination, if any, do you consider yourself belong to?",HHM12EDU,12th HH member: Level of education achieved to date,-0.8660254037844387
RELGION,"Which religion or denomination, if any, do you consider yourself belong to?",HHM13RELR,13th HH member: relationship to the respondent,0.777713771047819
RELGION,"Which religion or denomination, if any, do you consider yourself belong to?",HHM13DOB,13th HH member: year of birth,0.7679881673845781
RELGION,"Which religion or denomination, if any, do you consider yourself belong to?",HHM13EDU,13th HH member: Level of education achieved to date,-0.8660254037844387
RELSERV,How often do you attend religious services?,ENVPROBO,Main environmental issue in Armenia: Other specified,-0.8339482461355711
RELSERV,How often do you attend religious services?,HHM6TAP,6th HH member's travel place for work (abroad),-0.7071067811865475
RELSERV,How often do you attend religious services?,HHM12SEX,12th HH member: gender,0.9449111825230682
RELFAST,How often do you fast when it is required by your religion?,HHM11SEX,11th HH member: gender,0.7882745788075389
RELFAST,How often do you fast when it is required by your religion?,HHM11POB,11th HH member: place of birth,-0.7223151185146152
RELIMP,How important is religion in your daily life?,PARTYSUSO,Towards which political party do you have the most sympathy for? Other specified,-1.0
RELIMP,How important is religion in your daily life?,INTACOO,Most frequent Internet activity: Other specified,-0.7275476020141095
EMIGRAT,"If you had a chance, would you leave forever to live somewhere else?",HHM8EMP,8th HH member: employed?,0.7867957924694431
MIGSHRT,Would you leave for a certain period of time to live somewhere else?,HHM12SEX,12th HH member: gender,-1.0
LIVEREG,Are you registered in a place where you live now?,SECNDLAOO,Second language used in everyday life-Other specified,-0.9449111825230679
LIVEREG,Are you registered in a place where you live now?,HHM5TAP,5th HH member's travel place for work (abroad),-0.7723495958436671
RESPDOB,Respondent's year of birth,RESPAGE,Respondent's age,-0.9992626003597744
RESPDOB,Respondent's year of birth,AGEGROUP,Age groups,-0.9158677557049214
RESPDOB,Respondent's year of birth,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
RESPDOB,Respondent's year of birth,HHM9TRW,Has 9th HH member traveled for work outside settlement?,0.8485772878993754
RESPDOB,Respondent's year of birth,HHM11MAR,11th HH member: marital status,-1.0
RESPDOB,Respondent's year of birth,HHM12RELR,12th HH member: relationship to the respondent,0.8416975766245407
RESPPOB,Respondent's place of birth,PARTYSUSO,Towards which political party do you have the most sympathy for? Other specified,-1.0
RESPPOB,Respondent's place of birth,HHM5TAP,5th HH member's travel place for work (abroad),0.7937648216235891
RESPPOB,Respondent's place of birth,HHM12RELR,12th HH member: relationship to the respondent,-0.8660254037844385
RESPEMP,Are you currently employed?,EMPLSIT,Which of the following best describes your primary activity or situation?,0.7755964152449575
RESPEMP,Are you currently employed?,HHM9MAR,9th HH member: marital status,-1.0
RESPEMP,Are you currently employed?,HHM11MAR,11th HH member: marital status,-1.0
RESPTRW,Has respondent traveled for work outside settlement?,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
RESPTRP,Respondent's travel place for work (inside country),NATOSUPO,What is the main reason you would support COUNTRY's membership in NATO? Other sp,0.9332565252573828
RESPTRP,Respondent's travel place for work (inside country),EUSUPWHO,What is the main reason you would support COUNTRY's membership in the EU? Other,-0.985329278164293
RESPTRP,Respondent's travel place for work (inside country),USSRPOOTS,Dissolution of USSR a good thing: Other specified,0.8220504592181087
RESPTRP,Respondent's travel place for work (inside country),HHM6TAP,6th HH member's travel place for work (abroad),-0.8660254037844385
RESPTRP,Respondent's travel place for work (inside country),HHM8RELR,8th HH member: relationship to the respondent,-0.7455530202571382
RESPTRP,Respondent's travel place for work (inside country),HHM8DOB,8th HH member: year of birth,-0.7564478310670948
RESPTRP,Respondent's travel place for work (inside country),HHM8EDU,8th HH member: Level of education achieved to date,0.7592566023652965
RESPTAP,Respondent's travel place for work (abroad),COUNTRY,Country,0.8213748957214924
RESPTAP,Respondent's travel place for work (abroad),ID,Case ID,0.7719608927059445
RESPTAP,Respondent's travel place for work (abroad),APTINHOTH,The household only owns one apartment. Who should inherit the apartment? Other,0.883247295879433
RESPTAP,Respondent's travel place for work (abroad),EEUNSUWO,What is the main reason you would not support Armenia's membership in the Eurasi,-1.0
RESPTAP,Respondent's travel place for work (abroad),ETHNIC,Which ethnic group do you consider yourself a part of?,0.7539902991588989
RESPTAP,Respondent's travel place for work (abroad),INTACOO,Most frequent Internet activity: Other specified,-1.0
RESPTAP,Respondent's travel place for work (abroad),HHM2TAP,2nd HH member's travel place for work (abroad),0.8387630988487981
RESPTAP,Respondent's travel place for work (abroad),HHM3TAP,3rd HH member's travel place for work (abroad),0.9810451268227344
RESPTAP,Respondent's travel place for work (abroad),HHM4TAP,4th HH member's travel place for work (abroad),0.9839050989501534
RESPTAP,Respondent's travel place for work (abroad),HHM6EMP,6th HH member: employed?,-1.0000000000000002
RESPTAP,Respondent's travel place for work (abroad),HHM6TRA,Has 6th HH member traveled for work abroad?,-1.0000000000000002
RESPTAP,Respondent's travel place for work (abroad),HHM6MRAGE,6th HH member: Age when s/he got married,-0.7683498199278326
RESPTAP,Respondent's travel place for work (abroad),HHM8RELR,8th HH member: relationship to the respondent,-0.720576692122892
RESPTAP,Respondent's travel place for work (abroad),HHM8DOB,8th HH member: year of birth,0.8029550685469696
RESPTAP,Respondent's travel place for work (abroad),SUBSTRATUM,Substratum,0.822934226425576
RESPTAP,Respondent's travel place for work (abroad),C1_DATE,1st contact date,-0.8157038706387665
RESPTAP,Respondent's travel place for work (abroad),C1_TIME,1st contact time,0.8213740712724293
RESPTAP,Respondent's travel place for work (abroad),C2_TIME,2nd contact time,0.8213720486347175
RESPTAP,Respondent's travel place for work (abroad),C3_DATE,3rd contact date,0.8048937138642736
RESPTAP,Respondent's travel place for work (abroad),C3_TIME,3rd contact time,0.8213747746499641
RESPTAP,Respondent's travel place for work (abroad),INT_DATE,Interview date,-0.8157164933137067
RESPTAP,Respondent's travel place for work (abroad),INT_START,Interview start time,0.8213738061883478
RESPTAP,Respondent's travel place for work (abroad),INT_END,Interview end time,0.8213732412086757
RESPTAP,Respondent's travel place for work (abroad),INT_DUR,Interview duration,0.8213744782523431
RESPTAP,Respondent's travel place for work (abroad),PSU,Cluster,0.7719608891587196
RESPTAP,Respondent's travel place for work (abroad),INTLANG,Interview language,0.7769302075763076
RESPMAR,What is your current marital status?,PARTYSUSO,Towards which political party do you have the most sympathy for? Other specified,-1.0
RESPMAR,What is your current marital status?,HHM9MAR,9th HH member: marital status,-1.0
RESPMAR,What is your current marital status?,HHM12SEX,12th HH member: gender,-0.7559289460184544
RESPMRAGE,Respondent's age when s/he got married,EUNSUPO,What is the main reason you would not support COUNTRY's membership in the EU? Ot,-0.917662935482247
RESPMRAGE,Respondent's age when s/he got married,FLMANDSO,Which foreign language should be mandatory in secondary schools? Other specified,-0.7923218957095997
RESPMRAGE,Respondent's age when s/he got married,SECNDLAOO,Second language used in everyday life-Other specified,-0.7295398282188869
RESPMRAGE,Respondent's age when s/he got married,HHM5TAP,5th HH member's travel place for work (abroad),-0.7747561004810519
RESPMRAGE,Respondent's age when s/he got married,HHM9MAR,9th HH member: marital status,-1.0
RESPMRAGE,Respondent's age when s/he got married,HHM11MAR,11th HH member: marital status,-1.0
RESPMRAGE,Respondent's age when s/he got married,HHM12DOB,12th HH member: year of birth,-1.0
RESPMRAGE,Respondent's age when s/he got married,HHM13RELR,13th HH member: relationship to the respondent,-1.0
RESPMRAGE,Respondent's age when s/he got married,HHM13DOB,13th HH member: year of birth,-1.0
HHM2RELR,Second HH member: relationship to the respondent,HHM5TAP,5th HH member's travel place for work (abroad),0.8146908361866602
HHM2RELR,Second HH member: relationship to the respondent,HHM7MRAGE,7th HH member: Age when s/he got married,0.8418282145943855
HHM2RELR,Second HH member: relationship to the respondent,HHM9MAR,9th HH member: marital status,-1.0
HHM2RELR,Second HH member: relationship to the respondent,HHM11MAR,11th HH member: marital status,-1.0
HHM2RELR,Second HH member: relationship to the respondent,HHM12RELR,12th HH member: relationship to the respondent,0.8660254037844387
HHM2SEX,Second HH member: gender,HHM8MRAGE,8th HH member: Age when s/he got married,-0.828078671210825
HHM2SEX,Second HH member: gender,HHM12SEX,12th HH member: gender,-1.0
HHM2DOB,Second HH member: year of birth,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
HHM2DOB,Second HH member: year of birth,HHM12RELR,12th HH member: relationship to the respondent,-0.7461557922161198
HHM2DOB,Second HH member: year of birth,HHM12DOB,12th HH member: year of birth,0.9959556576176382
HHM2DOB,Second HH member: year of birth,HHM12EDU,12th HH member: Level of education achieved to date,-0.9790755624849435
HHM2DOB,Second HH member: year of birth,HHM13RELR,13th HH member: relationship to the respondent,0.9988118807685712
HHM2DOB,Second HH member: year of birth,HHM13DOB,13th HH member: year of birth,0.9994414426726422
HHM2DOB,Second HH member: year of birth,HHM13EDU,13th HH member: Level of education achieved to date,-0.9790755624849435
HHM2POB,Second HH member: place of birth,HHM5TAP,5th HH member's travel place for work (abroad),0.7723117183364651
HHM2EMP,Second HH member: employed?,HHM6TRP,6th HH member's travel place for work (inside country),-0.7071067811865474
HHM2EMP,Second HH member: employed?,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
HHM2EMP,Second HH member: employed?,HHM12RELR,12th HH member: relationship to the respondent,-0.8660254037844385
HHM2EMP,Second HH member: employed?,HHM12DOB,12th HH member: year of birth,0.9933992677987827
HHM2EMP,Second HH member: employed?,HHM12EDU,12th HH member: Level of education achieved to date,-0.9999999999999999
HHM2EMP,Second HH member: employed?,HHM13RELR,13th HH member: relationship to the respondent,0.9878291611472619
HHM2EMP,Second HH member: employed?,HHM13DOB,13th HH member: year of birth,0.9853292781642911
HHM2EMP,Second HH member: employed?,HHM13EDU,13th HH member: Level of education achieved to date,-0.9999999999999999
HHM2TRW,Has 2nd HH member traveled for work outside settlement?,HHM6TRP,6th HH member's travel place for work (inside country),-0.9128709291752768
HHM2TRW,Has 2nd HH member traveled for work outside settlement?,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
HHM2TRW,Has 2nd HH member traveled for work outside settlement?,HHM12RELR,12th HH member: relationship to the respondent,-0.8660254037844385
HHM2TRP,2nd HH member's travel place for work (inside country),EEUNSUWO,What is the main reason you would not support Armenia's membership in the Eurasi,-1.0
HHM2TRP,2nd HH member's travel place for work (inside country),HHM3TRP,3rd HH member's travel place for work (inside country),0.798913780897542
HHM2TRP,2nd HH member's travel place for work (inside country),HHM4TRP,4th HH member's travel place for work (inside country),0.772539303936907
HHM2TRP,2nd HH member's travel place for work (inside country),HHM7MAR,7th HH member: marital status,0.9607689228305226
HHM2TRP,2nd HH member's travel place for work (inside country),HHM8MAR,8th HH member: marital status,-1.0
HHM2TRP,2nd HH member's travel place for work (inside country),HHM8MRAGE,8th HH member: Age when s/he got married,-1.0
HHM2TRP,2nd HH member's travel place for work (inside country),HHM9SEX,9th HH member: gender,-0.9999999999999999
HHM2TRP,2nd HH member's travel place for work (inside country),HHM9TRW,Has 9th HH member traveled for work outside settlement?,-1.0
HHM2TRP,2nd HH member's travel place for work (inside country),HHM9EDU,9th HH member: Level of education achieved to date,0.8660254037844385
HHM2TRP,2nd HH member's travel place for work (inside country),HHM10RELR,10th HH member: relationship to the respondent,-1.0
HHM2TRP,2nd HH member's travel place for work (inside country),HHM10SEX,10th HH member: gender,-1.0
HHM2TRP,2nd HH member's travel place for work (inside country),HHM10DOB,10th HH member: year of birth,-1.0
HHM2TRP,2nd HH member's travel place for work (inside country),HHM11RELR,11th HH member: relationship to the respondent,-1.0
HHM2TRP,2nd HH member's travel place for work (inside country),HHM11SEX,11th HH member: gender,-1.0
HHM2TRP,2nd HH member's travel place for work (inside country),HHM11DOB,11th HH member: year of birth,-1.0
HHM2TRA,Has 2nd HH member traveled for work abroad?,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
HHM2TAP,2nd HH member's travel place for work (abroad),COUNTRY,Country,0.7655925707934323
HHM2TAP,2nd HH member's travel place for work (abroad),ID,Case ID,0.7655655673765464
HHM2TAP,2nd HH member's travel place for work (abroad),PARTYSUPP,Which political party is closest to you?,0.724221364121932
HHM2TAP,2nd HH member's travel place for work (abroad),PARTYSUPS,Towards which political party do you have the most sympathy for?,0.9927567189558124
HHM2TAP,2nd HH member's travel place for work (abroad),EUSUPWHO,What is the main reason you would support COUNTRY's membership in the EU? Other,-0.8470231084153212
HHM2TAP,2nd HH member's travel place for work (abroad),EEUNSUW,What is the main reason you would not support Armenia's membership in the Eurasi,0.7971496248092164
HHM2TAP,2nd HH member's travel place for work (abroad),INTACOO,Most frequent Internet activity: Other specified,-0.7559289460184546
HHM2TAP,2nd HH member's travel place for work (abroad),RESPTAP,Respondent's travel place for work (abroad),0.8387630988487981
HHM2TAP,2nd HH member's travel place for work (abroad),HHM6TAP,6th HH member's travel place for work (abroad),-1.0
HHM2TAP,2nd HH member's travel place for work (abroad),SUBSTRATUM,Substratum,0.7665137992229322
HHM2TAP,2nd HH member's travel place for work (abroad),C1_DATE,1st contact date,-0.757356958634904
HHM2TAP,2nd HH member's travel place for work (abroad),C1_TIME,1st contact time,0.7655923323530864
HHM2TAP,2nd HH member's travel place for work (abroad),C2_TIME,2nd contact time,0.7655956592091518
HHM2TAP,2nd HH member's travel place for work (abroad),C3_DATE,3rd contact date,0.7671337642015782
HHM2TAP,2nd HH member's travel place for work (abroad),C3_TIME,3rd contact time,0.7655928230179128
HHM2TAP,2nd HH member's travel place for work (abroad),INT_DATE,Interview date,-0.7582182405081027
HHM2TAP,2nd HH member's travel place for work (abroad),INT_START,Interview start time,0.7655923784212375
HHM2TAP,2nd HH member's travel place for work (abroad),INT_END,Interview end time,0.7655924465004728
HHM2TAP,2nd HH member's travel place for work (abroad),INT_DUR,Interview duration,0.7655922708241596
HHM2TAP,2nd HH member's travel place for work (abroad),PSU,Cluster,0.7655655656059013
HHM2TAP,2nd HH member's travel place for work (abroad),INTLANG,Interview language,0.7115324955012624
HHM2MAR,Second HH member: marital status,HHM6TAP,6th HH member's travel place for work (abroad),-0.8498365855987974
HHM2MAR,Second HH member: marital status,HHM9MAR,9th HH member: marital status,-1.0
HHM2MAR,Second HH member: marital status,HHM12SEX,12th HH member: gender,-0.9449111825230683
HHM2MRAGE,2nd HH member: Age when s/he got married,EUNSUPO,What is the main reason you would not support COUNTRY's membership in the EU? Ot,-1.0
HHM2MRAGE,2nd HH member: Age when s/he got married,EEUNSUWO,What is the main reason you would not support Armenia's membership in the Eurasi,0.9112629658139473
HHM2MRAGE,2nd HH member: Age when s/he got married,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
HHM2MRAGE,2nd HH member: Age when s/he got married,HHM7MRAGE,7th HH member: Age when s/he got married,0.7752231929746983
HHM2MRAGE,2nd HH member: Age when s/he got married,HHM8MRAGE,8th HH member: Age when s/he got married,0.7656317153683888
HHM2MRAGE,2nd HH member: Age when s/he got married,HHM9MAR,9th HH member: marital status,-1.0
HHM2MRAGE,2nd HH member: Age when s/he got married,HHM11MAR,11th HH member: marital status,-1.0
HHM2MRAGE,2nd HH member: Age when s/he got married,HHM12DOB,12th HH member: year of birth,-1.0
HHM2MRAGE,2nd HH member: Age when s/he got married,HHM13RELR,13th HH member: relationship to the respondent,-1.0
HHM2MRAGE,2nd HH member: Age when s/he got married,HHM13DOB,13th HH member: year of birth,-1.0
HHM2EDU,2nd HH member: Level of education achieved to date,HHM6TRP,6th HH member's travel place for work (inside country),-0.9525793444156805
HHM2EDU,2nd HH member: Level of education achieved to date,HHM6TAP,6th HH member's travel place for work (abroad),0.9045340337332908
HHM2EDU,2nd HH member: Level of education achieved to date,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
HHM2EDU,2nd HH member: Level of education achieved to date,HHM9TRW,Has 9th HH member traveled for work outside settlement?,0.8017837257372731
HHM2EDU,2nd HH member: Level of education achieved to date,HHM9MAR,9th HH member: marital status,-1.0
HHM3RELR,Third HH member: relationship to the respondent,WARSTRO,"In your opinion, which side started the war in August, 2008? Other specified",0.9683296637314887
HHM3RELR,Third HH member: relationship to the respondent,HHM7MRAGE,7th HH member: Age when s/he got married,0.8699355175785304
HHM3RELR,Third HH member: relationship to the respondent,HHM9MAR,9th HH member: marital status,-1.0
HHM3RELR,Third HH member: relationship to the respondent,HHM11MAR,11th HH member: marital status,-1.0
HHM3RELR,Third HH member: relationship to the respondent,HHM12SEX,12th HH member: gender,0.7559289460184544
HHM3RELR,Third HH member: relationship to the respondent,HHM12DOB,12th HH member: year of birth,-0.9762210399274297
HHM3RELR,Third HH member: relationship to the respondent,HHM12EDU,12th HH member: Level of education achieved to date,0.9449111825230679
HHM3RELR,Third HH member: relationship to the respondent,HHM13RELR,13th HH member: relationship to the respondent,-0.9843241382880894
HHM3RELR,Third HH member: relationship to the respondent,HHM13DOB,13th HH member: year of birth,-0.9869115726091078
HHM3RELR,Third HH member: relationship to the respondent,HHM13EDU,13th HH member: Level of education achieved to date,0.9449111825230679
HHM3SEX,Third HH member: gender,FLMANDSO,Which foreign language should be mandatory in secondary schools? Other specified,-0.7759705701987263
HHM3SEX,Third HH member: gender,HHM5TAP,5th HH member's travel place for work (abroad),0.93062958719967
HHM3SEX,Third HH member: gender,HHM7MRAGE,7th HH member: Age when s/he got married,0.7801425194631902
HHM3SEX,Third HH member: gender,HHM12SEX,12th HH member: gender,-1.0
