Variable 1,Variable 2,Correlation
ENVPROBO,COOPCSTO,0.7482437976719288
ENVPROBO,USSRPOIN,-0.9622504486493763
ENVPROBO,USSRPOHR,0.9622504486493763
ENVPROBO,USSRPOEX,0.9622504486493763
ENVPROBO,USSRNEWK,0.7630583624573739
ENVPROBO,ENVPROBAP,0.7081971546656645
ENVPROBO,WORKYRS,-0.8424396959724801
ENVPROBO,RELSERV,-0.8339482461355711
ENVPROBO,HHM4MRAGE,0.7892030437536437
ENVPROBO,NUMCOTV,0.7322535668709891
ENVPROBO,OWNCARS,0.8498365855987974
ENVPROBO,CURRUNG,0.7122619414026922
ENVPROBO,FUTRUNG,0.7430428494079855
NK4_1,NEIGHOTH,-0.9081082718950219
NK4_1,HHM6TRP,-0.7559289460184543
NK4_1,HHM10SEX,0.7499999999999999
NK4_1,HHM12DOB,-1.0
NK4_1,HHM13RELR,-1.0
NK4_1,HHM13DOB,-1.0
NK4_2,NEIGHOTH,-0.7608859102526823
NK4_2,HHM6TRP,-0.9449111825230679
NK4_2,HHM6TAP,0.7071067811865476
NK4_2,HHM8MAR,-0.9045340337332909
NK4_2,HHM11RELR,-0.8660254037844385
NK4_2,HHM11SEX,-1.0
NK4_2,HHM12RELR,-1.0
NK4_2,HHM12EDU,-1.0
NK4_2,HHM13EDU,-1.0
NK5AR_1,NEIGHOTH,-0.918558653543692
NK5AR_1,HHM10DOB,0.9285564161399767
NK5AR_1,HHM10EDU,-0.762554216827636
NK5AR_1,HHM11DOB,0.8999875435112072
NK5AR_1,HHM11EDU,-0.9185586535436917
NK5AR_1,HHM12RELR,-1.0
NK5AR_1,HHM12EDU,-1.0
NK5AR_1,HHM13EDU,-1.0
GERUAVO,PARTYSUSO,-1.0
GERUAVO,HHM5TAP,0.9637544694713636
WARSTRT,HHM11RELR,-0.8660254037844387
WARSTRT,HHM11DOB,0.8029550685469696
WARSTRT,HHM11POB,-1.0
WARSTRO,RELLVFR,0.7023212455598999
WARSTRO,RELLVUK,0.7023212455598999
WARSTRO,ACCVODK,-1.0000000000000002
WARSTRO,MAINENEM,0.9394181855889012
WARSTRO,USSRNEWK,0.7570563574518141
WARSTRO,UNEMYRS,-0.9128938884169703
WARSTRO,JOBSTART,0.7829264083762563
WARSTRO,HHM3RELR,0.9683296637314887
WARSTRO,HHM3EMP,-1.0
WARSTRO,HHM3MAR,-1.0
WARSTRO,HHM4SEX,-1.0
WARSTRO,HHM4MAR,-0.8703882797784892
WARSTRO,HHM4MRAGE,0.7333333333333336
WARSTRO,HHM5DOB,-0.9605057528447042
WARSTRO,HHM5EMP,-1.0
WARSTRO,WEBHOMEH,-0.9752368720068674
RESABKH,RESRSOC,0.8547558461498882
ABKGHIA,HHM5TAP,-0.9637544694713636
ABKGHIA,HHM11RELR,0.951104003688189
ABKGCONF,USSRPOOTS,-0.768174640172897
ABKGCONF,SOGCONF,0.7716055763734552
ABKGCONF,HHM5TRP,-0.7999999999999999
ABKGCONF,HHM7MAR,0.7006490497453706
ABKGCONF,HHM11RELR,0.7077983283260942
ABKGIND,HHM5TRP,-0.7467286566323438
ABKGIND,HHM7TRW,0.7454993164109749
ABKGRUS,HHM10SEX,-0.7637626158259734
RESRSOC,RESABKH,0.8547558461498882
RESRSOC,HHM5TAP,-0.9637544694713636
SOGNOA,HHM4TRP,0.9185586535436916
SOGHIA,SECNDLAOO,-1.0
SOGHIA,HHM7MRAGE,-1.0
SOGHIA,HHM11RELR,0.8153662578175234
SOGCONF,ABKGCONF,0.7716055763734552
SOGCONF,HHM7MRAGE,0.7924058156930613
SOGCONF,HHM11RELR,0.7077983283260942
SOGIND,HHM5TRP,-0.7499999999999999
SOGIND,HHM7TRW,0.9999999999999999
SOGRUS,HHM5TAP,0.9912407071619304
EMPLSIT,EUNSUPO,-0.7745966692414834
EMPLSIT,RESPEMP,0.7755964152449575
EMPLSIT,HHM9MAR,-1.0
EMPLSIT,HHM11MAR,-1.0
EMPLSIT,HHM12SEX,0.8660254037844385
UNEMYRS,USSRPOOTS,-0.9858829471719792
UNEMYRS,USSRNEOO,0.837416928070577
UNEMYRS,WARSTRO,-0.9128938884169703
UNEMYRS,INTACOO,-0.7804251169059285
UNEMYRS,HHM11RELR,-0.7559289460184534
UNEMYRS,HHM11SEX,0.9999999999999988
UNEMYRS,HHM11DOB,-0.9926429919465066
UNEMYRS,HHM11EDU,0.9999999999999988
INTSTJOB,JOBSTART,0.7573738480913462
JOBSTART,WARSTRO,0.7829264083762563
JOBSTART,INTSTJOB,0.7573738480913462
WORKTYP,NEIGHOTH,-0.7783117824941562
WORKTYP,PARTYSUSO,-1.0
WORKTYP,EUNSUPO,0.7745966692414834
WORKTYP,SECNDLAOO,-0.8846517369293829
WORKTYP,HHM5TRP,0.8401680504168059
WORKTYP,HHM5TAP,-1.0
WORKTYP,HHM11SEX,0.8703882797784892
WORKTYP,HHM12DOB,-1.0
WORKTYP,HHM13RELR,-1.0
WORKTYP,HHM13DOB,-1.0
WORKYRS,ENVPROBO,-0.8424396959724801
WORKYRS,HHM5TRP,0.9019618999366199
WORKYRS,HHM5TAP,-1.0
WORKYRS,HHM11SEX,0.9790709277967562
WORKYRS,HHM12DOB,-1.0
WORKYRS,HHM13RELR,-1.0
WORKYRS,HHM13DOB,-1.0
WORKSEC,NEIGHOTH,-0.8673165879080587
WORKSEC,SECNDLAOO,-0.8544419862017733
WORKSEC,HHM5TAP,-1.0
WORKSEC,HHM11SEX,0.7566499084579774
WORKSEC,HHM12DOB,-1.0
WORKSEC,HHM13RELR,-1.0
WORKSEC,HHM13DOB,-1.0
JOBSARFN,HHM5TAP,-1.0
JOBSARFN,HHM11DOB,0.895126782183135
JOBSARFN,HHM11EDU,-0.9271726499455305
JOBSARFN,HHM12RELR,-1.0
JOBSARFN,HHM12EDU,-1.0
JOBSARFN,HHM13EDU,-1.0
ILOLFC1,EUNSUPO,0.7745966692414834
ILOLFC1,HHM11SEX,0.7071067811865475
ILOLFC2,HHM9MAR,-1.0
ILOLFC2,HHM11MAR,-1.0
PERSINC,EUNSUPO,0.7745966692414834
PERSINC,HHM12SEX,-0.8660254037844385
PERSINC,HHM12DOB,0.917662935482247
PERSINC,HHM12EDU,-0.8660254037844386
PERSINC,HHM13RELR,0.9332565252573828
PERSINC,HHM13DOB,0.9386522045811413
PERSINC,HHM13EDU,-0.8660254037844386
GETJOBF,HHM6TAP,-0.7624928516630234
GETJOBF,HHM12SEX,-0.9449111825230682
GETJOBF,HHM12DOB,0.826033187630902
GETJOBF,HHM12EDU,-0.7559289460184542
GETJOBF,HHM13RELR,0.8485552916276632
GETJOBF,HHM13DOB,0.8565647611324297
GETJOBF,HHM13EDU,-0.7559289460184542
NEWHHJOB,EUNSUPO,0.7745966692414834
JOBLOST,HHM6TAP,-0.9999999999999998
BANKACC,HHM11DOB,-0.8943183203049722
BANKACC,HHM11EDU,0.8944271909999159
BANKACC,HHM12DOB,-1.0
BANKACC,HHM13RELR,-1.0
BANKACC,HHM13DOB,-1.0
FEELDEBR,PARTYSUSO,-1.0
FEELDEBR,EUNSUPO,-0.7745966692414834
FEELDEBR,HHM11DOB,0.938795033152215
FEELDEBR,HHM11EDU,-0.9185586535436917
BENFDEBY,EUNSUPO,0.8660254037844385
BENFDEBF,HHM3TRP,-0.7669649888473705
BENFDEBF,HHM6MRAGE,0.8599947533495196
BENFDEBF,HHM7MAR,0.8029550685469661
BENFDEBF,HHM8MAR,0.9707253433941508
BENFDEBF,HHM8MRAGE,-1.0
BENFDEBF,HHM10SEX,0.7071067811865475
BENFDEBF,HHM10POB,-0.7071067811865475
BENFDEBA,EUNSUPO,-0.8660254037844385
BENFDEBA,INTACOO,-1.0
BENFDEBA,HHM6MRAGE,-0.8599947533495198
BENFDEBA,HHM7EMP,-1.0
BENFDEBA,HHM7MAR,-0.8029550685469661
BENFDEBA,HHM8MAR,-0.9707253433941508
BENFDEBA,HHM10SEX,-0.7071067811865475
BENFDEBA,HHM10POB,0.7071067811865475
ETHNIC,COUNTRY,0.8494716513488983
ETHNIC,RESPTAP,0.7539902991588989
ETHNIC,HHM3TAP,0.8621271940756773
ETHNIC,HHM4TAP,0.7226320247239957
ETHNIC,HHM12SEX,-1.0
ETHNIC,SUBSTRATUM,0.8489800902907175
ETHNIC,C1_DATE,-0.8479356687638453
ETHNIC,C1_TIME,0.8494718270995002
ETHNIC,C2_TIME,0.8494725657963476
ETHNIC,C3_DATE,0.7879440779824674
ETHNIC,C3_TIME,0.8494722441481162
ETHNIC,INT_DATE,-0.848116025286939
ETHNIC,INT_START,0.8494718520446929
ETHNIC,INT_END,0.8494708294804487
ETHNIC,INT_DUR,0.8494706619580076
ETHNIC,INTLANG,0.8898890891922184
EDUYRS,PARTYSUSO,-1.0
EDUYRS,EUNSUPO,0.8677218312746247
EDUYRS,RESPEDU,0.8932320453064707
EDUYRS,HHM8MRAGE,0.803174505144608
EDUYRS,HHM9TRW,0.784464540552736
EDUYRS,HHM9MAR,-1.0
EDUYRS,HHM12SEX,0.9999999999999999
RESPEDU,EUNSUPO,0.9128709291752769
RESPEDU,EDUYRS,0.8932320453064707
RESPEDU,HHM7TRP,-1.0
RESPEDU,HHM8MRAGE,0.8038369524685004
RESPEDU,HHM9TRW,0.7905694150420948
RESPEDU,HHM9MAR,-1.0
RESPEDU,HHM12SEX,1.0000000000000002
RFAEDUC,RMOEDUC,0.7481147525420542
RFAEDUC,HHM12RELR,0.9819805060619656
RFAEDUC,HHM12EDU,0.7559289460184545
RFAEDUC,HHM13EDU,0.7559289460184545
RMOEDUC,RFAEDUC,0.7481147525420542
RMOEDUC,HHM12RELR,0.8660254037844385
FLMANDSC,EUNSUPO,-0.7559289460184544
FLMANDSO,ACTRESDT,-0.7489684438839196
FLMANDSO,FRNDLVRU,0.9522165814091078
FLMANDSO,NEIGHOTH,-1.0
FLMANDSO,NATNSUPW,-1.0
FLMANDSO,NATOSUPW,-0.9462778636486305
FLMANDSO,EUSUPWHY,-0.9416965821485117
FLMANDSO,INTACFB,0.7592566023652967
FLMANDSO,RESPMRAGE,-0.7923218957095997
FLMANDSO,HHM3SEX,-0.7759705701987263
FLMANDSO,HHM3MRAGE,-1.0
FLMANDSO,HHM4RELR,-0.7876213522632198
FLMANDSO,HHM4EMP,-1.0
FLMANDSO,HHM5SEX,-0.9738516810963536
FLMANDSO,HHM5DOB,0.837067940484462
FLMANDSO,HHM5POB,-0.9738516810963536
FLMANDSO,HHM5EDU,-0.9181561700975341
FLMANDSO,HHM6RELR,-0.9933992677987828
FLMANDSO,HHM6DOB,0.941115095809376
FLMANDSO,HHM6POB,-0.9933992677987828
FLMANDSO,HHM6EDU,-0.9933992677987828
FLMANDSO,NUMCOMP,0.7533708035008841
KNOWRUS,PARTYSUSO,-1.0
KNOWRUS,HHM9MAR,-1.0
KNOWRUS,HHM12RELR,0.8660254037844385
KNOWRUS,HHM12DOB,-0.9933992677987827
KNOWRUS,HHM12EDU,0.9999999999999999
KNOWRUS,HHM13RELR,-0.9878291611472619
KNOWRUS,HHM13DOB,-0.9853292781642911
KNOWRUS,HHM13EDU,0.9999999999999999
KNOWENG,PARTYSUSO,-1.0
KNOWOTH,HHM6TRP,-0.801783725737273
COMPABL,HHM7TRP,-1.0
COMPABL,HHM9TRW,0.8749999999999999
COMPABL,HHM9MAR,-1.0
COMPABL,HHM11MAR,-1.0
COMPABL,HHM12RELR,0.8660254037844387
COMPABL,HHM12DOB,-0.9933992677987828
COMPABL,HHM13RELR,-0.987829161147262
COMPABL,HHM13DOB,-0.9853292781642911
SECNDLAAR,SECNDLAAS,0.7065700776699881
SECNDLAAS,SECNDLAAR,0.7065700776699881
SECNDLAAZ,HHM5TRP,-0.9999999999999999
SECNDLANGKA,HHM8EMP,-1.0
SECNDLAEN,EEUNSUWO,0.8660254037844385
SECNDLAEN,HHM6TRA,0.7115384615384615
SECNDLAMR,PARTYSUPO,-0.9070618468604281
SECNDLAMR,USSRPOOTS,0.8660254037844385
SECNDLAOT,RELLVIE,0.7064007333008538
SECNDLAOT,RELLVMD,0.7064007333008537
SECNDLARU,PARTYSUPO,0.8075728530872482
SECNDLARU,EEUNSUWO,-0.8660254037844385
SECNDLAOO,BUSINOSS,-0.7559289460184544
SECNDLAOO,BUSINARG,-0.9449111825230679
SECNDLAOO,BUSINJW,0.7869470848066686
SECNDLAOO,MARWIRA,0.7869470848066686
SECNDLAOO,MARWKUR,0.8468812149338254
SECNDLAOO,MARWTUR,0.7319250547113999
SECNDLAOO,MARWIND,0.7869470848066686
SECNDLAOO,MARWABK,0.9449111825230679
SECNDLAOO,MARWOSS,0.9449111825230679
SECNDLAOO,MARWARG,0.7559289460184544
SECNDLAOO,MARWAZG,0.7559289460184544
SECNDLAOO,MARWJW,0.8468812149338254
SECNDLAOO,RELLVIE,-1.0
SECNDLAOO,FRNDLVTR,0.7371541402007414
SECNDLAOO,VOTLEL1,-0.9449111825230679
SECNDLAOO,VOTLEL2,-0.9449111825230679
SECNDLAOO,EUSUPWHY,-0.8660254037844385
SECNDLAOO,COOPNATO,0.8293412289143032
SECNDLAOO,RUBETEUN,0.7559289460184546
SECNDLAOO,USSRNETI,0.9438798074485389
SECNDLAOO,ENVPROBAP,-0.7453559924999299
SECNDLAOO,ENVPROBTR,0.7453559924999299
SECNDLAOO,SOGHIA,-1.0
SECNDLAOO,WORKTYP,-0.8846517369293829
SECNDLAOO,WORKSEC,-0.8544419862017733
SECNDLAOO,GAMIND,0.7453559924999299
SECNDLAOO,LIVEREG,-0.9449111825230679
SECNDLAOO,RESPMRAGE,-0.7295398282188869
SECNDLAOO,HHM3TAP,-1.0
SECNDLAOO,HHM5RELR,-0.8136815083288086
SECNDLAOO,HHM6RELR,-0.9622504486493763
SECNDLAOO,HHM6DOB,0.7452386043595833
SECNDLAOO,OWNWASH,-0.7319250547114
SECNDLAOO,NUMAIRC,0.9999999999999999
SECNDLAOO,OWNCELL,-0.7319250547114
SECNDLAOO,FRQSHCD,0.8363229580882996
FRQINTR,HHM7TRP,-1.0
FRQINTR,HHM12RELR,-0.8660254037844385
FRQINTR,HHM12DOB,0.9933992677987827
FRQINTR,HHM12EDU,-0.9999999999999999
FRQINTR,HHM13RELR,0.9878291611472619
FRQINTR,HHM13DOB,0.9853292781642911
FRQINTR,HHM13EDU,-0.9999999999999999
INTASKY,HHM8MRAGE,0.8660254037844385
INTACFB,FLMANDSO,0.7592566023652967
INTACFB,HHM5TAP,-0.917662935482247
INTACFB,HHM6TAP,-1.0
INTACFB,HHM9MAR,-1.0
INTACSN,HHM5TAP,-0.8029550685469661
INTACSN,HHM8MRAGE,0.8660254037844385
INTACSN,HHM9MAR,-1.0
INTACSN,HHM11SEX,0.7071067811865477
INTACSN,HHM11DOB,-0.7071067811865506
INTACSN,HHM11EDU,0.7808688094430304
INTACIN,EUNSUPO,-0.7559289460184544
INTACIN,HHM11SEX,-1.0
INTACNW,HHM5TRP,-0.7370434740955019
INTACEN,EUNSUPO,0.7559289460184544
INTACEN,HHM7TRP,-1.0
INTACEN,HHM8MAR,-0.9271726499455307
INTACEN,HHM8MRAGE,-0.8660254037844385
INTACOT,HHM8MAR,-0.9271726499455307
INTACOT,HHM8MRAGE,-0.8660254037844385
INTACOO,NATNSUPW,-0.7745966692414833
INTACOO,NATNSUPO,-0.944911182523068
INTACOO,EUNSUPW,0.8386278693775348
INTACOO,EUSUPWHO,0.8542506285982787
INTACOO,UNEMYRS,-0.7804251169059285
INTACOO,BENFDEBA,-1.0
INTACOO,RELIMP,-0.7275476020141095
INTACOO,RESPTAP,-1.0
INTACOO,HHM2TAP,-0.7559289460184546
INTACOO,HHM3TRP,0.8164965809277261
INTACOO,HHM5EMP,-0.7905694150420948
INTACOO,HHM7RELR,-0.9999999999999994
INTACOO,HHM8EDU,-1.0
GAMSOC,NEIGHOTH,-0.7905694150420948
GAMIND,SECNDLAOO,0.7453559924999299
RELGION,HHM4TAP,0.7825566778676339
RELGION,HHM5TAP,0.9637544694713636
RELGION,HHM12RELR,-1.0
RELGION,HHM12DOB,0.8029550685469661
RELGION,HHM12EDU,-0.8660254037844387
RELGION,HHM13RELR,0.777713771047819
RELGION,HHM13DOB,0.7679881673845781
RELGION,HHM13EDU,-0.8660254037844387
RELSERV,ENVPROBO,-0.8339482461355711
RELSERV,HHM6TAP,-0.7071067811865475
RELSERV,HHM12SEX,0.9449111825230682
RELFAST,HHM11SEX,0.7882745788075389
RELFAST,HHM11POB,-0.7223151185146152
RELIMP,PARTYSUSO,-1.0
RELIMP,INTACOO,-0.7275476020141095
EMIGRAT,HHM8EMP,0.7867957924694431
MIGSHRT,HHM12SEX,-1.0
LIVEREG,SECNDLAOO,-0.9449111825230679
LIVEREG,HHM5TAP,-0.7723495958436671
RESPDOB,RESPAGE,-0.9992626003597744
RESPDOB,AGEGROUP,-0.9158677557049214
RESPDOB,HHM7TRP,-1.0
RESPDOB,HHM9TRW,0.8485772878993754
RESPDOB,HHM11MAR,-1.0
RESPDOB,HHM12RELR,0.8416975766245407
RESPPOB,PARTYSUSO,-1.0
RESPPOB,HHM5TAP,0.7937648216235891
RESPPOB,HHM12RELR,-0.8660254037844385
RESPEMP,EMPLSIT,0.7755964152449575
RESPEMP,HHM9MAR,-1.0
RESPEMP,HHM11MAR,-1.0
RESPTRW,HHM7TRP,-1.0
RESPTRP,NATOSUPO,0.9332565252573828
RESPTRP,EUSUPWHO,-0.985329278164293
RESPTRP,USSRPOOTS,0.8220504592181087
RESPTRP,HHM6TAP,-0.8660254037844385
RESPTRP,HHM8RELR,-0.7455530202571382
RESPTRP,HHM8DOB,-0.7564478310670948
RESPTRP,HHM8EDU,0.7592566023652965
RESPTAP,COUNTRY,0.8213748957214924
RESPTAP,ID,0.7719608927059445
RESPTAP,APTINHOTH,0.883247295879433
RESPTAP,EEUNSUWO,-1.0
RESPTAP,ETHNIC,0.7539902991588989
RESPTAP,INTACOO,-1.0
RESPTAP,HHM2TAP,0.8387630988487981
RESPTAP,HHM3TAP,0.9810451268227344
RESPTAP,HHM4TAP,0.9839050989501534
RESPTAP,HHM6EMP,-1.0000000000000002
RESPTAP,HHM6TRA,-1.0000000000000002
RESPTAP,HHM6MRAGE,-0.7683498199278326
RESPTAP,HHM8RELR,-0.720576692122892
RESPTAP,HHM8DOB,0.8029550685469696
RESPTAP,SUBSTRATUM,0.822934226425576
RESPTAP,C1_DATE,-0.8157038706387665
RESPTAP,C1_TIME,0.8213740712724293
RESPTAP,C2_TIME,0.8213720486347175
RESPTAP,C3_DATE,0.8048937138642736
RESPTAP,C3_TIME,0.8213747746499641
RESPTAP,INT_DATE,-0.8157164933137067
RESPTAP,INT_START,0.8213738061883478
RESPTAP,INT_END,0.8213732412086757
RESPTAP,INT_DUR,0.8213744782523431
RESPTAP,PSU,0.7719608891587196
RESPTAP,INTLANG,0.7769302075763076
RESPMAR,PARTYSUSO,-1.0
RESPMAR,HHM9MAR,-1.0
RESPMAR,HHM12SEX,-0.7559289460184544
RESPMRAGE,EUNSUPO,-0.917662935482247
RESPMRAGE,FLMANDSO,-0.7923218957095997
RESPMRAGE,SECNDLAOO,-0.7295398282188869
RESPMRAGE,HHM5TAP,-0.7747561004810519
RESPMRAGE,HHM9MAR,-1.0
RESPMRAGE,HHM11MAR,-1.0
RESPMRAGE,HHM12DOB,-1.0
RESPMRAGE,HHM13RELR,-1.0
RESPMRAGE,HHM13DOB,-1.0
HHM2RELR,HHM5TAP,0.8146908361866602
HHM2RELR,HHM7MRAGE,0.8418282145943855
HHM2RELR,HHM9MAR,-1.0
HHM2RELR,HHM11MAR,-1.0
HHM2RELR,HHM12RELR,0.8660254037844387
HHM2SEX,HHM8MRAGE,-0.828078671210825
HHM2SEX,HHM12SEX,-1.0
HHM2DOB,HHM7TRP,-1.0
HHM2DOB,HHM12RELR,-0.7461557922161198
HHM2DOB,HHM12DOB,0.9959556576176382
HHM2DOB,HHM12EDU,-0.9790755624849435
HHM2DOB,HHM13RELR,0.9988118807685712
HHM2DOB,HHM13DOB,0.9994414426726422
HHM2DOB,HHM13EDU,-0.9790755624849435
HHM2POB,HHM5TAP,0.7723117183364651
HHM2EMP,HHM6TRP,-0.7071067811865474
HHM2EMP,HHM7TRP,-1.0
HHM2EMP,HHM12RELR,-0.8660254037844385
HHM2EMP,HHM12DOB,0.9933992677987827
HHM2EMP,HHM12EDU,-0.9999999999999999
HHM2EMP,HHM13RELR,0.9878291611472619
HHM2EMP,HHM13DOB,0.9853292781642911
HHM2EMP,HHM13EDU,-0.9999999999999999
HHM2TRW,HHM6TRP,-0.9128709291752768
HHM2TRW,HHM7TRP,-1.0
HHM2TRW,HHM12RELR,-0.8660254037844385
HHM2TRP,EEUNSUWO,-1.0
HHM2TRP,HHM3TRP,0.798913780897542
HHM2TRP,HHM4TRP,0.772539303936907
HHM2TRP,HHM7MAR,0.9607689228305226
HHM2TRP,HHM8MAR,-1.0
HHM2TRP,HHM8MRAGE,-1.0
HHM2TRP,HHM9SEX,-0.9999999999999999
HHM2TRP,HHM9TRW,-1.0
HHM2TRP,HHM9EDU,0.8660254037844385
HHM2TRP,HHM10RELR,-1.0
HHM2TRP,HHM10SEX,-1.0
HHM2TRP,HHM10DOB,-1.0
HHM2TRP,HHM11RELR,-1.0
HHM2TRP,HHM11SEX,-1.0
HHM2TRP,HHM11DOB,-1.0
HHM2TRA,HHM7TRP,-1.0
HHM2TAP,COUNTRY,0.7655925707934323
HHM2TAP,ID,0.7655655673765464
HHM2TAP,PARTYSUPP,0.724221364121932
HHM2TAP,PARTYSUPS,0.9927567189558124
HHM2TAP,EUSUPWHO,-0.8470231084153212
HHM2TAP,EEUNSUW,0.7971496248092164
HHM2TAP,INTACOO,-0.7559289460184546
HHM2TAP,RESPTAP,0.8387630988487981
HHM2TAP,HHM6TAP,-1.0
HHM2TAP,SUBSTRATUM,0.7665137992229322
HHM2TAP,C1_DATE,-0.757356958634904
HHM2TAP,C1_TIME,0.7655923323530864
HHM2TAP,C2_TIME,0.7655956592091518
HHM2TAP,C3_DATE,0.7671337642015782
HHM2TAP,C3_TIME,0.7655928230179128
HHM2TAP,INT_DATE,-0.7582182405081027
HHM2TAP,INT_START,0.7655923784212375
HHM2TAP,INT_END,0.7655924465004728
HHM2TAP,INT_DUR,0.7655922708241596
HHM2TAP,PSU,0.7655655656059013
HHM2TAP,INTLANG,0.7115324955012624
HHM2MAR,HHM6TAP,-0.8498365855987974
HHM2MAR,HHM9MAR,-1.0
HHM2MAR,HHM12SEX,-0.9449111825230683
HHM2MRAGE,EUNSUPO,-1.0
HHM2MRAGE,EEUNSUWO,0.9112629658139473
HHM2MRAGE,HHM7TRP,-1.0
HHM2MRAGE,HHM7MRAGE,0.7752231929746983
HHM2MRAGE,HHM8MRAGE,0.7656317153683888
HHM2MRAGE,HHM9MAR,-1.0
HHM2MRAGE,HHM11MAR,-1.0
HHM2MRAGE,HHM12DOB,-1.0
HHM2MRAGE,HHM13RELR,-1.0
HHM2MRAGE,HHM13DOB,-1.0
HHM2EDU,HHM6TRP,-0.9525793444156805
HHM2EDU,HHM6TAP,0.9045340337332908
HHM2EDU,HHM7TRP,-1.0
HHM2EDU,HHM9TRW,0.8017837257372731
HHM2EDU,HHM9MAR,-1.0
HHM3RELR,WARSTRO,0.9683296637314887
HHM3RELR,HHM7MRAGE,0.8699355175785304
HHM3RELR,HHM9MAR,-1.0
HHM3RELR,HHM11MAR,-1.0
HHM3RELR,HHM12SEX,0.7559289460184544
HHM3RELR,HHM12DOB,-0.9762210399274297
HHM3RELR,HHM12EDU,0.9449111825230679
HHM3RELR,HHM13RELR,-0.9843241382880894
HHM3RELR,HHM13DOB,-0.9869115726091078
HHM3RELR,HHM13EDU,0.9449111825230679
HHM3SEX,FLMANDSO,-0.7759705701987263
HHM3SEX,HHM5TAP,0.93062958719967
HHM3SEX,HHM7MRAGE,0.7801425194631902
HHM3SEX,HHM12SEX,-1.0
HHM3DOB,PARTYSUPO,-0.7966041052814371
HHM3DOB,EUNSUPO,0.9593644138891919
HHM3DOB,HHM7TRP,-1.0
HHM3DOB,HHM12SEX,-0.8660254037844385
HHM3DOB,HHM12DOB,0.917662935482247
HHM3DOB,HHM12EDU,-0.8660254037844386
HHM3DOB,HHM13RELR,0.9332565252573828
HHM3DOB,HHM13DOB,0.9386522045811413
HHM3DOB,HHM13EDU,-0.8660254037844386
HHM3POB,EUNSUPO,-0.9819805060619656
HHM3POB,HHM12SEX,-1.0
HHM3EMP,WARSTRO,-1.0
HHM3EMP,HHM5TRP,-0.7045633207030161
HHM3EMP,HHM9MAR,-1.0
HHM3TRW,HHM7TRP,-1.0
HHM3TRP,NEIGHOTH,-1.0
HHM3TRP,EEUNSUW,-0.88176419218229
HHM3TRP,BENFDEBF,-0.7669649888473705
HHM3TRP,INTACOO,0.8164965809277261
HHM3TRP,HHM2TRP,0.798913780897542
HHM3TRP,HHM6TRP,0.8528028654224419
HHM3TRP,HHM9RELR,-1.0
HHM3TAP,COUNTRY,0.8910125270431525
HHM3TAP,ID,0.857818776070778
HHM3TAP,PARTYSUPP,0.8918115862117154
HHM3TAP,EUNSUPW,-0.79843648136302
HHM3TAP,EUSUPWHO,-1.0
HHM3TAP,ETHNIC,0.8621271940756773
HHM3TAP,SECNDLAOO,-1.0
HHM3TAP,RESPTAP,0.9810451268227344
HHM3TAP,HHM4TAP,0.9892764026627793
HHM3TAP,HHM5TRP,-1.0
HHM3TAP,HHM6TAP,-1.0
HHM3TAP,HHM6MRAGE,-1.0
HHM3TAP,HHM9DOB,-0.9707253433941343
HHM3TAP,SUBSTRATUM,0.891084613364441
HHM3TAP,C1_DATE,-0.8864057998700067
HHM3TAP,C1_TIME,0.8910116151261654
HHM3TAP,C2_DATE,0.7757252358465033
HHM3TAP,C2_TIME,0.8910133686121412
HHM3TAP,C3_DATE,0.8408585308461473
HHM3TAP,C3_TIME,0.891011908683209
HHM3TAP,INT_DATE,-0.8873121835838929
HHM3TAP,INT_START,0.891011279168175
HHM3TAP,INT_END,0.8910154568334883
HHM3TAP,INT_DUR,0.8910154579559337
HHM3TAP,PSU,0.8578187778385616
HHM3TAP,INTLANG,0.8621271940756773
HHM3MAR,WARSTRO,-1.0
HHM3MAR,HHM12RELR,-0.9607689228305226
HHM3MRAGE,EEUNSUWO,0.7587941200406149
HHM3MRAGE,FLMANDSO,-1.0
HHM3MRAGE,HHM6TRP,-0.8605164648648885
HHM3MRAGE,HHM7TRP,-1.0
HHM3MRAGE,HHM9MAR,-1.0
HHM3MRAGE,HHM11POB,-0.7066292321476857
HHM3MRAGE,HHM11MAR,-1.0
HHM3MRAGE,HHM12RELR,-1.0
HHM3MRAGE,HHM12EDU,-1.0
HHM3MRAGE,HHM13EDU,-1.0
HHM3EDU,EUNSUPO,-0.9449111825230679
HHM3EDU,HHM12RELR,0.8660254037844385
HHM4RELR,FLMANDSO,-0.7876213522632198
HHM4RELR,HHM7TRP,-1.0
HHM4RELR,HHM9MAR,-1.0
HHM4RELR,HHM12RELR,0.8660254037844385
HHM4SEX,USSRNEOO,0.7801400543722872
HHM4SEX,WARSTRO,-1.0
HHM4SEX,HHM5TAP,-0.8146908361866602
HHM4DOB,EUNSUPO,-1.0
HHM4DOB,HHM7TRP,-1.0
HHM4DOB,HHM12RELR,-0.8029550685469661
HHM4DOB,HHM12EDU,-0.9933992677987828
HHM4DOB,HHM13RELR,0.9991507429465938
HHM4DOB,HHM13DOB,0.9984018911384912
HHM4DOB,HHM13EDU,-0.9933992677987828
HHM4EMP,EUSUPWHO,-0.7426663815906102
HHM4EMP,EEUSUPWO,-0.7249465119962123
HHM4EMP,USSRNEOO,-1.0
HHM4EMP,FLMANDSO,-1.0
